33100000,სამედიცინო მოწყობილობები
33110000,მედიცინაში სტომატოლოგიასა და ვეტერინარიაში გამოსაყენებელი გამოსახულების მიმღები აპარატურა
33111000,რენტგენის აპარატურა
33111100,რენტგენის მაგიდა
33111200,რენტგენის მუშასადგური
33111300,რენტგენის ფირების გასამჟRავნებელი აპარატურა
33111400,ფლუორესკოპები
33111500,სტომატოლოგიური რენტგენი
33111600,რადიოგრაფიული აპარატურა
33111610,მაგნიტურ-რეზონანსული აპარატი
33111620,გამადასხივების კამერები
33111640,თერმოგრაფები
33111650,მამოგრაფიული აპარატურა
33111660,ძვლის დენსიტომეტრები
33111700,ანგიოგრაფიული კაბინეტი
33111710,ანგიოგრაფიული აქსესუარები
33111720,ანგიოგრაფიული მექანიზმები
33111721,ციფრული ანგიოგრაფიული მექანიზმები
33111730,ანგიოპლასტური აქსესუარები
33111740,ანგიოპლასტური მექანიზმები
33111800,რენტგენული დიაგნოსტიკური სისტემა
33112000,ექოსკოპიის ულტრაბგერითი და დოპლერული გამოსახულების მიმღები მოწყობილობები
33112100,ექოკარდიოგრაფიული დეტექტორი
33112200,ულტრაბგერითი გამოკვლევის აპარატი
33112300,ულტრაბგერითი სკანერები
33112310,ფერადი დოპლერი
33112320,დოპლერის აპარატები
33112330,ექოენცეფალოგრაფები
33112340,ექოკარდიოგრაფები
33113000,მაგნიტურ-რეზონანსული გამოსახულების მისაღები (მიმღები) აპარატურა
33113100,მაგნიტურ-რეზონანსული სკანერები
33113110,ბირთვულ-მაგნიტურ-რეზონანსული სკანერები
33114000,სპექტროსკოპიული აპარატურა
33115000,ტომოგრაფიული აპარატები
33115100,კომპიუტერული ტომოგრაფიული სკანერები (CT)
33115200,კომპიუტერული ღერძული/აქსიალური ტომოგრაფიული სკანერები (CAT)
33120000,სარეგისტრაციო სისტემები და საკვლევი მექანიზმები
33121000,გრძელვადიანი ამბულატორიული სარეგისტრაციო სისტემა
33121100,ელექტროენცეფალოგრაფები
33121200,სცინტიგრაფიული აპარატურა
33121300,ელექტრომიოგრაფები
33121400,აუდიომეტრები
33121500,ელექტროკარდიოგრამა
33122000,ოფთალმოლოგიური აპარატურა
33123000,გულ-სისხლძარღვთა საკვლევი აპარატურა
33123100,თენზიომეტრი
33123200,ელექტროკარდიოგრაფიული აპარატურა
33123210,კარდიომონიტორული აპარატურა
33123220,კარდიოანგიოგრაფიული აპარატურა
33123230,კარდიოგრაფები
33124000,დიაგნოსტიკური და რადიოდიაგნოსტიკური აპარატურა და აქსესუარები
33124100,დიაგნოსტიკური აპარატურა
33124110,დიაგნოსტიკური სისტემები
33124120,ულტრაბგერითი დიაგნოსტიკური აპარატურა
33124130,დიაგნოსტიკური აქსესუარები
33124131,დიაგნოსტიკური რეაქტივები (ფირფიტები)
33124200,რადიოდიაგნოსტიკური აპარატურა
33124210,რადიოდიაგნოსტიკური აქსესუარები
33125000,უროლოგიური საკვლევი აპარატურა
33126000,სტომატოლოგიური აპარატურა
33127000,იმუნოანალიზის აპარატურა
33128000,არაქირურგიული სამედიცინო ლაზერი
33130000,სტომატოლოგიური და ვიწრო სპეციალობის ხელსაწყოები და აპარატურა
33131000,სტომატოლოგიური ხელსაწყოები (ხელის)
33131100,ქირურგიული სტომატოლოგიური ხელსაწყოები
33131110,სტომატოლოგიური გაზები ქუჯები გამაფართოებლები (რეტრაქტორები) და საგლუვები
33131111,სტომატოლოგიური გაზები – კბილის ამოსაღები ინსტრუმენტი
33131112,სტომატოლოგიური საოპერაციო ქუჯები
33131113,სტომატოლოგიური გამაფართოებლები (რეტრაქტორები)
33131114,სტომატოლოგიური საგლუვები
33131120,სტომატოლოგიური კრიოქირურგიული ზონდები ელევატორები და ექსკავატორები
33131121,სტომატოლოგიური კრიოქირურგიული ინსტრუმენტები
33131122,პაროდონტული ზონდი
33131123,სტომატოლოგიური ელევატორები
33131124,სტომატოლოგიური ექსკავატორები
33131130,სტომატოლოგიური თითების დამცავები და მაშები
33131131,სტომატოლოგიური თითების დამცავები
33131132,სტომატოლოგიური მაშები
33131140,სტომატოლოგიური სარკეები და ბორსაგანივრებლები
33131141,სტომატოლოგიური სარკეები
33131142,სტომატოლოგიური ბორსაგანივრებლები
33131150,სტომატოლოგიური ზონდები კბილის ქვის მოსაცილებლები და ქვასამსხვრევები
33131151,სტომატოლოგიური ზონდები
33131152,კბილის ქვის მოსაცილებლები
33131153,სტომატოლოგიური ქვასამსხვრევები
33131160,სტომატოლოგიური მაკრატლები და დანები
33131161,სტომატოლოგიური მაკრატლები
33131162,სტომატოლოგიური დანები
33131170,სტომატოლოგიური შპატელები/ფითხები პინცეტები და სტომატოლოგიური ცვილის დანები
33131171,სტომატოლოგიური შპატელები/ფითხები
33131172,სტომატოლოგიური პინცეტები
33131173,სტომატოლოგიური ცვილის დანები
33131200,სტომატოლოგიური ქირურგიული ნემსი
33131300,ერთჯერადი სტომატოლოგიური ხელსაწყოები
33131400,სტომატოლოგიური კბილის ზონდი
33131500,კბილის ამოსაღები ხელსაწყო
33131510,სტომატოლოგიური ბურღები
33131600,კბილის დასაბჟენი ხელსაწყო
33132000,კბილის იმპლანტანტი
33133000,პირის ღრუს ანაბეჭდის ასაღები აქსესუარები
33134000,ენდოდონიტური აქსესუარები
33135000,ორთოდონტიული ხელსაწყოები
33136000,მბრუნავი და აბრაზიული ხელსაწყოები
33137000,სტომატოლოგიური პროფილაქტიკური საშუალებები
33138000,კბილის პროთეზირებისა და გადანერგვის პროდუქტები
33138100,კბილების პროთეზი
33140000,სამედიცინო სახარჯი მასალები
33141000,ერთჯერადი არაქიუმიური სამედიცინო სახარჯი მასალები და ჰემატოლოგიური სახარჯი მასალები
33141100,შესახვევი მასალები; მომჭერები ნაკერის დასადები ძაფები ლიგატურა
33141110,შესახვევი მასალები
33141111,წებოვანი შესახვევი მასალები
33141112,პლასტერები
33141113,ბინტები/სახვევები
33141114,სამედიცინო დოლბანდები
33141115,სამედიცინო ბამბა
33141116,შესახვევი მასალების შეკვრები/პაკეტები
33141117,ჰიგროსკოპიული ბამბა
33141118,საწმენდები
33141119,კომპრესები
33141120,მომჭერები ნაკერის დასადები ძაფები ლიგატურა
33141121,ქირურგიული ძაფები
33141122,ქირურგიული სტეპლერები
33141123,მჭრელი ინსტრუმენტების კონტეინერები
33141124,მჭრელი ინსტრუმენტების დასაწყობი ჯამები
33141125,მასალა ქირურგიული ნაკერების დასადებად
33141126,ლიგატურა
33141127,გაწოვადი ჰემოსტატიკური საშუალებები
33141128,ნაკერის დასადები ნემსები
33141200,კათეტერები
33141210,ბალონიანი კათეტერები
33141220,კანულები
33141230,გამაფართოებელი
33141240,კათეტერის აქსესუარები
33141300,ვენის პუნქციის სისხლის სინჯის ასაღები საშუალებები
33141310,შპრიცები
33141320,სამედიცინო ნემსები
33141321,საანესთეზიო ნემსები
33141322,არტერიული ნემსები
33141323,საბიოფსიო ნემსები
33141324,სადიალიზო ნემსები
33141325,ფისტულის ნემსები
33141326,რადიოლოგიური პროცედურის ნემსები
33141327,სარქველიანი ნემსები
33141328,ეპიდულარული ნემსები
33141329,ნემსები ამინოცენტეზისთვის
33141400,მავთულსაჭრელი მაკრატელი და ბისტური; ქირურგიული ხელთათმანები
33141410,მავთულსაჭრელი მაკრატელი და ბისტური
33141411,სკალპელები და დანის პირები
33141420,ქირურგიული ხელთათმანები
33141500,ჰემატოლოგიური სახარჯი მასალები
33141510,სისხლის პროდუქტები
33141520,პლაზმის ექსტრაქტები
33141530,სისხლის კოაგულანტები
33141540,ალბუმინი
33141550,ჰეპარინი
33141560,ადამიანის ორგანოები
33141570,ადამიანის სისხლი
33141580,ცხოველის სისხლი
33141600,კონტეინერები და შესაგროვებელი ტომრები დრენაჟი და კომპლექტები
33141610,შესაგროვებელი ტომრები
33141613,სისხლის პარკები
33141614,პლაზმის პარკები
33141615,პარკები შარდისათვის
33141620,სამედიცინო კომპლექტები
33141621,შარდის შეუკავებლობისას გამოსაყენებელი კომპლექტი
33141622,შიდსის საპრევენციო კომპლექტი
33141623,პირველადი დახმარების კომპლექტები
33141624,სამედიცინო პრეპარატების შესაყვანი კომპლექტები
33141625,დიაგნოსტიკური კომპლექტები
33141626,დოზირების კომპლექტები
33141630,სისხლის პლაზმის ფილტრები
33141640,დრენაჟი
33141641,ზონდები
33141642,დრენაჟის აქსესუარები
33141700,ორთოპედიული აქსესუარები
33141710,ყავარჯნები
33141720,დამხმარე მოწყობილობა სიარულისთვის
33141730,ქირურგიული საყელოები
33141740,ორთოპედიული ფეხსაცმელი
33141750,ხელოვნური სახსრები
33141760,არტახები
33141770,მოტეხილობისას გამოსაყენებელი მოწყობილობები ჩხირები და ფირფიტები
33141800,სტომატოლოგიური სახარჯი მასალები
33141810,კბილის დასაბჟენი მასალები
33141820,კბილები
33141821,ფაიფურის კბილები
33141822,აკრილის კბილები
33141830,კბილის ღრუების ამოსავსები მასალა/ცემენტი
33141840,სტომატოლოგიური ჰემოსტატიკური მასალა
33141850,სტომატოლოგიური ჰიგიენური პროდუქტები
33141900,ლანცეტები
33150000,რადიოთერაპიული მექანოთერაპიული ელექტროთერაპიული და ფიზიოთერაპიული აპარატურა
33151000,რადიოთერაპიული აპარატურა და აქსესუარები
33151100,სხივური თერაპიის აპარატურა
33151200,რენტგენული თერაპიის აპარატურა
33151300,სპექტროგრაფები
33151400,რადიოთერაპიისათვის საჭირო აქსესუარები
33152000,ინკუბატორები
33153000,ლითოტრიპტორი/ქვასამსხვრევი
33154000,მექანოთერაპიული აპარატურა
33155000,ფიზიოთერაპიული აპარატურა
33156000,აპარატურა ფსიქოლოგიური შემოწმებისათვის
33157000,გაზოთერაპიული და რესპირატორული აპარატურა
33157100,სამედიცინო აირწინაღი
33157110,ჟანგბადის ნიღაბი
33157200,ჟანგბადის კომპლექტები
33157300,ჟანგბადის კარვები
33157400,სამედიცინო სასუნთქი აპარატები
33157500,ჰიპერბარული კამერები
33157700,შეკუმშული ჰაერის ბალონი
33157800,ჟანგბადის შესაყვანი აპარატი
33157810,ჟანგბადის თერაპიის დანადგარი
33158000,ელექტრო- ელექტრომაგნიტური და მექანიკური მკურნალობა
33158100,ელექტრომაგნიტური დანადგარი
33158200,ელექტროთერაპიული აპარატურა
33158210,სტიმულატორი
33158300,ულტრაიისფერი გამოსხივების სამედიცინო დანადგარები
33158400,მექანიკური თერაპიის დანადგარი
33158500,ინფრაწითელი გამოსხივების სამედიცინო დანადგარები
33159000,კლინიკური ქიმიის სისტემა
33160000,საოპერაციო ტექნიკა
33161000,ელექტროქირურგიული დანადგარი
33162000,საოპერაციო დარბაზის აპარატურა და ხელსაწყოები
33162100,საოპერაციო დარბაზის აპარატურა
33162200,საოპერაციო დარბაზის ხელსაწყოები
33163000,სამედიცინო დანიშნულების კარავი
33164000,კელიოსკოპიური აპარატურა
33164100,კოლპოსკოპი
33165000,კრიოქირურგიული და კრიოთერაპიული აპარატურა
33166000,დერმატოლოგიური აპარატურა
33167000,ქირურგიული განათების სისტემა
33168000,ენდოსკოპი ენდოქირურგიული აპარატურა
33168100,ენდოსკოპები
33169000,ქირურგიული ხელსაწყოები
33169100,ქირურგიული ლაზერი
33169200,ქირურგიული კალათები
33169300,ქირურგიული ლანგრები
33169400,ქირურგიული კონტეინერები
33169500,დაკვირვებისა და კვლევის ქირურგიული სისტემები
33170000,ანესთეზია და რეანიმაცია
33171000,ანესთეზიისა და რეანიმაციის ხელსაწყოები
33171100,ანესთეზიის ხელსაწყოები
33171110,ანესთეზიის ნიღაბი
33171200,ხელსაწყოები რეანიმაციისათვის
33171210,სარეანიმაციო ნიღაბი
33171300,ეპიდურალური კომპლექტები და პაკეტები
33172000,საანესთეზიო და სარეანიმაციო აპარატურა
33172100,საანესთეზიო აპარატურა
33172200,სარეანიმაციო აპარატურა
33180000,ფუნქციური დახმარება
33181000,თირკმლის დამხმარე აპარატურა
33181100,ჰემოდიალიზური აპარატურა
33181200,დიალიზური ფილტრები
33181300,ჰემოდიალიზური ინდივიდუალური მონიტორი
33181400,მრავალპოზიციური ჰემოდიალიზი
33181500,თირკმლისათვის საჭირო სახარჯი მასალები
33181510,თირკმლის სითხე
33181520,თირკმლის დიალიზისათვის საჭირო მასალები
33182000,გულის დამხმარე აპარატურა
33182100,დეფიბრილატორი
33182200,კარდიოსტიმულაციური აპარატები
33182210,გულის ელექტრონული სტიმულატორი
33182220,გულის სარქველი
33182230,პარკუჭი
33182240,გულის ელექტრონული სტიმულატორების ნაწილები და აქსესუარები
33182241,გულის ელექტრონული სტიმულატორების ელემენტები
33182300,გულის ქირურგიის აპარატურა
33182400,გულის რენტგენოლოგიური გამოკვლევის სისტემა
33183000,ორთოპედიული დახმარების აპარატურა
33183100,ორთოპედიული იმპლანტანტები
33183200,ორთოპედიული პროთეზები
33183300,ოსტეოსინთეზური აპარატურა
33184000,სხეულის ხელოვნური ნაწილები
33184100,ქირურგიული იმპლანტანტები
33184200,სისხლძარღვების პროთეზები
33184300,გულის ხელოვნური ნაწილები
33184400,მკერდის პროთეზები
33184410,მკერდშიდა პროთეზები
33184420,მკერდგარე პროთეზები
33184500,კორონარული ენდოპროთეზები
33184600,თვალის პროთეზები
33185000,სმენის აპარატები
33185100,სმენის აპარატების ნაწილები და აქსესუარები
33185200,კოხლეარული იმპლანტანტი
33185300,ოტოლარინგოლოგიური იმპლანტანტი
33185400,ხელოვნური ხორხი
33186000,სისხლის ხელოვნური მიმოქცევის ხელსაწყო
33186100,ოქსიგენატორი
33186200,სისხლისა და სითხის შესათბობი
33190000,სხვადასხვა სამედიცინო აპარატურა და პროდუქტები
33191000,სასტერილიზაციო სადისტილაციო და ჰიგიენური აპარატურა
33191100,სტერილიზატორი
33191110,ავტოკლავები
33192000,სამედიცინო ავეჯი
33192100,სამედიცინო საწოლები
33192110,ორთოპედიული საწოლები
33192120,საავადმყოფოს საწოლები
33192130,მოტორიზებული საწოლები
33192140,ფსიქიატრიული საწოლები
33192150,თერაპიული საწოლები
33192160,საკაცეები
33192200,სამედიცინო მაგიდები
33192210,გასასინჯი მაგიდები
33192230,საოპერაციო მაგიდები
33192300,სამედიცინო ავეჯი საწოლებისა და მაგიდების გარდა
33192310,დასაჭიმი და ჩამოსაკიდებელი მექანიზმები სამედიცინო საწოლებისათვის
33192320,საშარდე ბოთლების ჩასადებები
33192330,გადასასხმელი პარკები
33192340,საოპერაციო ბლოკის ავეჯი მაგიდების გარდა
33192350,სამედიცინო დანიშნულების კულტურების გამოსაყვანი კაბინები
33192400,სტომატოლოგიური მუშასადგურები
33192410,სტომატოლოგიური სავარძლები
33192500,სინჯარები
33192600,ამწევი მოწყობილობები ჯანდაცვის სექტორისთვის
33193000,ინვალიდის სავარძლები (შეზღუდული შესაძლებლობების მქონე პირთათვის) საგორაო სავარძლები და მათთან დაკავშირებული მოწყობილობები
33193100,ინვალიდის სავარძლები და საგორაო სავარძლები
33193110,ინვალიდის სავარძლები
33193120,საგორაო სავარძლები
33193121,მოტორიზებული სავარძლები
33193200,ინვალიდის სავარძლებისა და საგორაო სავარძლების ნაწილები და აქსესუარები
33193210,ინვალიდის სავარძლების ნაწილები და აქსესუარები
33193211,ინვალიდის სავარძლების ძრავები
33193212,ინვალიდის სავარძლების სასაჭე მექანიზმები
33193213,ინვალიდის სავარძლების სამართავი მექანიზმები
33193214,ინვალიდის სავარძლების შასი
33193220,საგორაო სავარძლების ნაწილები და აქსესუარები
33193221,საგორაო სავარძლების ბალიშები
33193222,საგორაო სავარძლების ჩარჩოები
33193223,საგორაო სავარძლების დასაჯდომები
33193224,საგორაო სავარძლების ბორბლები
33193225,საგორაო სავარძლების საბურავები
33194000,მოწყობილობები და ხელსაწყოები ტრანსფუზიისა და ინფუზიისათვის
33194100,მოწყობილობები და ხელსაწყოები ინფუზიისათვის
33194110,ინფუზიის ტუმბოები
33194120,ინფუზიისათვის საჭირო მასალები
33194200,მოწყობილობები და ხელსაწყოები გადასხმისათვის/ტრანსფუზიისათვის
33194210,სისხლის გადასასხმელი აპარატურა
33194220,სისხლის გადასხმისათვის საჭირო მასალები
33195000,პაციენტის მდგომარებაზე დაკვირვების სისტემა
33195100,მონიტორები
33195110,რესპირატორული მონიტორები
33195200,ცენტრალური სამეთვალყურეო სადგური
33196000,სამედიცინო დახმარების საშუალებები
33196100,მოწყობილობები ხანშიშესულთათვის
33196200,მოწყობილობები უნარშეზღუდულთათვის
33197000,სამედიცინო კომპიუტერული აპარატურა
33198000,ქაღალდის ნივთები საავადმყოფოებისათვის
33198100,ქაღალდის კომპრესები
33198200,ქაღალდის პარკები და კონვერტები სტერილიზაციისთვის
33199000,სამედიცინო ტანსაცმელი
33600000,ფარმაცევტული პროდუქტები
33610000,(სამედიცინო) პრეპარატები საჭმლის მომნელებელი ტრაქტისა და მეტაბოლიზმისათვის
33611000,პრეპარატები მჟავიანობასთან დაკავშირებული დარღვევებისათვის
33612000,პრეპარატები კუჭ-ნაწლავის ფუნქციური დარღვევებისათვის
33613000,საფაღარათო საშუალებები
33614000,დიარეის საწინააღმდეგო ნაწლავების ანთების საწინააღმდეგო /ინფექციის საწინააღმდეგო საშუალებები
33615000,დიაბეტის სამკურნალო პრეპარატები
33615100,ინსულინი
33616000,ვიტამინები
33616100,პროვიტამინები
33617000,მინერალური დანამატები
33620000,პრეპარატები სისხლის სისხლწარმომქმნელი ორგანოებისა და გულ-სისხლძარღვთა სისტემისათვის
33621000,პრეპარატები სისხლისა და სისხლწარმომქმნელი ორგანოებისათვის
33621100,ანტითრომბოციტული საშუალებები
33621200,ანტიჰემორაგიული საშუალებები
33621300,ანტიანემიური პრეპარატები
33621400,სისხლის შემცვლელები და პერფუზიული ხსნარები
33622000,პრეპარატები გულ-სისხლძარღვთა სისტემისათვის
33622100,კარდიოთერაპიული პრეპარატები
33622200,ჰიპერტონიის საწინააღმდეგო საშუალებები
33622300,შარდმდენი/დიურეტული საშუალებები
33622400,ვაზოპროტექციული (სისხლძარღვთა დამცავი) საშუალებები
33622500,ადგილობრივი გამოყენების ანტიჰემოროიდული საშუალებები
33622600,ბეტაბლოკატორები
33622700,კალციუმის ბლოკატორები
33622800,რენინ-ანგიოტენსინურ სისტემაზე მოქმედი საშუალებები
33630000,პრეპარატები დერმატოლოგიისა და ძვალკუნთოვანი სისტემისათვის
33631000,პრეპარატები დერმატოლოგიისათვის
33631100,დერმატოლოგიური გამოყენების სოკოს საწინააღმდეგო საშუალებები
33631110,სალიცილის მჟავები
33631200,დამარბილებლები და დამცავები მედიკამენტები
33631300,ფსორიაზის საწინააღმდეგო საშუალებები
33631400,დერმატოლოგიური გამოყენების ანტიბიოტიკები და ქიმიოთერაპიული საშუალებები
33631500,დერმატოლოგიური გამოყენების კორტიკოსტეროიდები და დერმატოლოგიური პრეპარატები
33631600,ანტისეპტიკები და დეზინფექტანტები
33631700,აკნეს საწინააღმდეგო პრეპარატები
33632000,პრეპარატები ძვალკუნთოვანი სისტემისათვის
33632100,ანთების საწინააღმდეგო და რევმატიზმის საწინააღმდეგო პროდუქტები (პრეპარატები)
33632200,კუნთების მომადუნებელი პრეპარატები/მიორელაქსანტები
33632300,ნიკრისის ქარის საწინააღმდეგო პრეპარატები
33640000,შარდსასქესო სისტემის სამკურნალო პრეპარატები და ჰორმონები
33641000,შარდსასქესო სისტემის სამკურნალო პრეპარატები და სასქესო ჰორმონები
33641100,ანთების საწინააღმდეგო და ანტისეპტიკური გინეკოლოგიური საშუალებები
33641200,სხვა გინეკოლოგიური საშუალებები
33641300,სასქესო სისტემის სასქესო ჰორმონები და მოდულატორები
33641400,კონტრაცეპტივები/ჩასახვის საწინააღმდეგო საშუალებები
33641410,ორალური კონტრაცეპტივები/ჩასახვის საწინააღმდეგო საშუალებები
33641420,ქიმიური კონტრაცეპტივები/ჩასახვის საწინააღმდეგო საშუალებები
33642000,სისტემური ჰორმონალური პრეპარატები სასქესო ჰორმონების გარდა
33642100,ჰიპოფიზის ჰიპოთალამუსის ჰორმონები და ანალოგები
33642200,სისტემური გამოყენების კორტიკოსტეროიდები
33642300,ფარისებრი ჯირკვლის სამკურნალო პრეპარატები
33650000,სისტემური გამოყენების ინფექციის საწინააღმდეგო ფართო სპექტრის საშუალებები ვაქცინები სიმსივნის საწინააღმდეგო საშუალებები და იმუნომოდულანტები
33651000,სისტემური გამოყენების ინფექციის საწინააღმეგო ფართო სპექტრის საშუალებები და ვაქცინები
33651100,სისტემური გამოყენების ანტიბაქტერიული საშუალებები
33651200,სისტემური გამოყენების ანტიმიკოზური საშუალებები
33651300,ანტიმიკობაქტერიული საშუალებები
33651400,სისტემური გამოყენების ანტივირუსული საშუალებები
33651500,იმუნური შრატები და იმუნოგლობულინები
33651510,ანტიშრატები
33651520,იმუნოგლობულინები
33651600,ვაქცინები
33651610,დიფტერია-ყივანახველა-ტეტანუსის ვაქცინები
33651620,დიფტერია-ტეტანუსის ვაქცინები
33651630,ბცჟ-ვაქცინები (ტუბერკულიოზის საწინააღმდეგო აცრა) (მშრალი)
33651640,წითელა-ყბაყურა-წითურას საწინააღმდეგო ვაქცინები
33651650,ტიფის საწინააღმდეგო ვაქცინები
33651660,გრიპის საწინააღმდეგო ვაქცინები
33651670,პოლიომიელიტის საწინააღმდეგო ვაქცინები
33651680,B ჰეპატიტის საწინააღმდეგო ვაქცინები
33651690,ვაქცინები ვეტერინარიული მედიცინისათვის
33652000,ანტინეოპლასტიკური და იმუნომოდულაციური საშუალებები
33652100,ანტინეოპლასტიკური საშუალებები
33652200,პრეპარატები ენდოკრინული თერაპიისათვის
33652300,იმუნოდეპრესიული საშუალებები
33660000,პრეპარატები ნერვული სისტემისა და გრძნობის ორგანოებისათვის
33661000,პრეპარატები ნერვული სისტემისათვის
33661100,ანესთეზიური საშუალებები
33661200,ანალგეზიური/ტკივილგამაყუჩებელი საშუალებები
33661300,ეპილეფსიის საწინააღმდეგო საშუალებები
33661400,პარკინსონის დაავადების საწინააღმდეგო პრეპარატები
33661500,ფსიქოლეფსიური საშუალებები
33661600,ფსიქოანალეფსიური საშუალებები
33661700,სხვა პრეპარატები ნერვული სისტემისათვის
33662000,პრეპარატები გრძნობის ორგანოებისათვის
33662100,ოფთალმოლოგიური საშუალებები
33670000,პრეპარატები სასუნთქი/რესპირატორული სისტემისათვის
33673000,პრეპარატები სასუნთქი გზების ობსტრუქციული დაავადებებისათვის
33674000,ხველისა და გაციების საწინააღმდეგო პრეპარატები
33675000,სისტემური გამოყენების ანტიჰისტამინები
33680000,ფარმაცევტული ნივთები
33681000,ბოთლის საწოვარები დვრილების დამცავებიDდა მსგავსი ნივთები ჩვილებისათვის
33682000,რეზინის ფირფიტები
33683000,რეზინის ბალიშები
33690000,სხვადასხვა სამედიცინო პროდუქცია
33691000,პარაზიტების საწინააღმდეგო საშუალებები ინსექტიციდები და რეპელენტები
33691100,ანტიპროტოზოული საშუალებები
33691200,ჭიების საწინააღმდეგო (ანტიჰელმინთოზური) საშუალებები
